,essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,total_score
7090,11838,5,"The mood in the memoir that the author creates is a very warm and relaxed sort of mood. The way the author tells you about his parents; the selflessness and the way they put their kids first before themselves really just makes you think about your own parents and how good they are to you and what they would do for you. The way the author talks about his home makes you think of all the colors in the house. I think that the house would be a golden  red color yellow, white, brown and orange on the insides. It reminds me of the way they would have cooked. They would have cooked with colorful peppers, onions, tortillas and oils. It makes you think about what colors you have in your home and what you would cook with.  The music sounds wonderful. Even though they don't demonstrate what it actually sounds like, you can easily imagine it. I imagine it laying in the background while all the adults are cooking and the kids are playing in colorful rooms with the golden sunlight shining in through an open window. I love the mood that this memoir puts me in.",1,1,0.0,1,0.0,0.0,0.0,1.0
7091,11839,5,"The mood of the memoir is very upbeat, happy mood of how @PERSON. Grew up in Newark, New Jersey in a very Cuban family and tells the story of how Narciso went through his childhood. This memoir really emphasizes the connection and love that Narciso had with his parents and his home. It kind of makes you think that there is more to a house than just walls and a ceiling and that maybe it's part of a family.",1,1,0.0,1,0.0,0.0,0.0,1.0
7092,11840,5,"Describe the mood by the author in the memoir. the mood by the athor in the memoir. Is that she had a hard time grow up because her parent's keep on movieing. bay the age of twent-seven year old. Narciso Rodriguez liveing with her family she live in a one apratment room, When she was growing up there were racism were she was growing up. When she was growing up her mother and father taught her how to cook, and the number one thing she learned is how to love some one",1,0,0.0,1,0.0,0.0,0.0,1.0
7093,11841,5,"The mood created by the author in the memoir was happy, enjoyable, and worth living. I say happy because they had family to be with, and other friends to help them if anything. I say enjoyable because the author talks about how they (main character) had the first birthday and first friend. I would enjoy all my birthdays if I was that person and also my first friend. I also said worth living because they had food on their table everyday. And nothing in the memoir said anything about struggling. This is why I explain the mood as happy, enjoyable, and worth living.",2,1,0.0,2,0.0,0.0,0.0,2.0
7094,11842,5," The mood created by the author in this memoir was very loving and caring for their friends, family and everyone around them, for example it says how his mom would always keep the door open for whoever was going through a rough time or untill they were back on their feet because she knew they would do the same for her and her family. Also the mood is very thankful since Narciso admires everything that he's done in life and who he's helped out and he's thankful for all the friends he has and the care they have for him and his family and he thanks every oppertunity he gets in life. The mood also shows how that somthing small can turn out to be big on the inside because Narciso has done so much just from the small place he lives in.",2,2,0.0,2,0.0,0.0,0.0,2.0
7095,11843,5,"In this memoir, the author creates a mood. The mood is love. The author loves his parents for all the things they sacraficed to come to @LOCATION. He really appreciates everything they've done for him and he is really grateful.The author describes the ""warmth"" of his kitchen. How it's filled with love and culture. The great aroma of their parents cooking and the music from his culture, he loves it.The author also describes how his family is @CAPS close, and their friends to. The love that they got for each other. The memoir says ""My parents always kept their arms and their door open to the many people we consider family, knowing that they would do the same for us."" @CAPS they considered people who weren't really family... Family. They helped each other out, family and friends, that's what creates the mood to be love.@CAPS, in this memoir, the author creates a mood and its LOVE.",4,3,0.0,4,0.0,0.0,0.0,4.0
7096,11844,5,"The author of this memoir created a mood about family. ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country the loved,"" this quote tells that the mood created by the author makes the reader realize how hard their pareents work to give their children a better life and education. ""It was here where I learned the real definition of ""family"","" this also makes the reader feel like there is a lot more to a family then what it @MONTH seem. That family gives one life and teaches love. ""I will never forget how my parents turned this simple house into a home,"" this quote tells that home is not just a place where one @MONTH live, but that it is about relationships that are created there. These were some of the moods created by the author in the memoir.",3,3,0.0,3,0.0,0.0,0.0,3.0
7097,11845,5,"The mood created by this author is clearly greatfull. The author shows how he (narciso) could never stop saying thank you. He honestly loved the feeling his mom and dad made him have, and all thengs they did for him. By what the parents did by moving into a place to call home for Narciso made his mood forever endlessly greatful. By Narciso's mood being greatful I mean endlessly thankful for all that he has thanks to his parents. In this short autobiography, Narciso creats the reader to feel, and know he is happy with the life he has. As this short story creats the mood of being greatful. You understand how he feels as you read many times through out this article, ""I will always be greatfull to my parents...""",1,2,0.0,2,0.0,0.0,0.0,2.0
7098,11846,5,"The mood set by the author in the memoir is a home is home kind of mood, like a great family, great friendships/relationships and open arms kind of feeling. He mentions the fact that his parents always helped friends and family in need and how selfless they were towards other people. He talks about how him and his family used to come together and have meals as a family. He says he is grateful for the spirit an generosity given to him by his parents at a young age. He gives the reader a sence of comfort and generosity and he thanks his family deeply for expressing spirit, generosity and selflessnes to people.",2,2,0.0,2,0.0,0.0,0.0,2.0
7099,11847,5,"The mood created by the author in the memoir is grateful, joyful, and loving. The mood is grateful because the author's parents were such wonderful people, that made the author look up to them. The author even says, ""I will always be grateful to my parents for their love and sacrifice. The mood is also joyful because, although the author lived in just a simple house, inside, there was always music and he was influenced by his culture. ""Passionate Cuban music (which I adore to this day) filled the air, mixing with the aromas of the kitchen."" After all a house is only a ""home"" if you feel welcome and love, and that is exactly how the author felt. Lastly, the mood is loving because in his home, his parents welcomed anyone who needed help. Example from the memoir is, ""My parents kept their arms and their door open to the many people we consider family, knowing that they would do the same for us."" Over all, the author kept the mood lively and definitely happy, although the happiness went on through difficult times like segregation.",4,3,0.0,4,0.0,0.0,0.0,4.0
7100,11848,5,"In the memoir, the author created a very upbeat mood. He clearly is very grateful for his family, and had a happy childhood. He pointed out the parts of his home and situation that could have been negitive for him while growing up, but then he cancelled those negitive things out by noting the positive aspects of each situation. For example, in the memoir he wrote about how his family had immigrated to the United States, and how they had good jobs in Cuba, but then had to start all over with low-paying jobs once they got here. He said that this was hard for them, but he found a positive way to look at the situation. He did this by writing about how his parent's situation taught them and him to always work hard, and never give up. So overall, he made what could have been a depressing story, have an upbeat and happy mode. He even made the story teach you a lesson about hard work and the importance of family and giving to others.",2,3,0.0,2,0.0,0.0,0.0,2.0
7101,11849,5,"The mood created by the author of the memoir is cozy and family oriented. From the very beginning, the author describes the home as more of a way of life than a physical space. The author's ""parents created our traditional Cuban home, part of which was the kitchen"" (@NUM). Here, the home is described even more as a part of the family, less is a building.     To enhance the feeling of family, the author includes stories of hospitality: ""My parents always kept their arms and their door to the many people he considered family"" (@NUM). Hospitality is one of the best qualities you need to make a house a home and the author really stretches that. The mood created by the author of the memoir is cozy and family oriented.",2,2,0.0,2,0.0,0.0,0.0,2.0
7102,11850,5,"The author, Narciso Rodriguez, creates a very happy mood in his memoir. One reason the mood is happy is because of the setting. Narciso describes his house and says, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the back-drop to life in our warm home."" The author describes a home filled with many good friends and good memories. Anothe reason is how grateful the author sounds. It says, ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" While they had to leave everything behind they did it for their kids and for a new life. The author is happy that they did. Also, the author credits the house with giving him a family. @CAPS says, ""It was here that I learned the real definition of the word 'family.' And for this, I will be forever grateful."" @CAPS learned a lot in this house and is very happy for that. In Narciso Rodriguez's memoir @CAPS creates a very happy mood.",4,4,0.0,4,0.0,0.0,0.0,4.0
7103,11851,5,"Based on this memoir, the mood created by the author it's a great mood unexplainable. in this article talks about a young man named @PERSON and how his life was from then and now. for example, on paragraph @NUM, says he will always be grateful to his parents for their love and sacrifices. and how he had always told them that what they did was a much more courageous thing that I could have ever done. Also, how Cuban music was so passionate, adored so much, and how his parents turned a simple house into a home. therefore, this is the mood created by the author.",2,2,0.0,2,0.0,0.0,0.0,2.0
7104,11852,5,"The mood created by Narciso Rodriguez was happy and thankful. His parents taught him many things about their cuban back ground, like cooking and music. His parents gave up many things to comfort Narciso and make him at home. ""I will always be grateful to my parents for their love and sacrifice."" His parents turned their house into a home for other People as well. ""My parents always kept their Arms and door open to the many people we considered family."" Narciso's parents would take in anybody that needed a place to stay until they got back on their feet. Narciso's parents were very loving to the community and help out as much as the could in making that place at home.",2,2,0.0,2,0.0,0.0,0.0,2.0
7105,11853,5,"In the memoir Narciso Rodriguez the author creates a serious, happy and thankful mood. The author was serious to the point where his family had to go through economic and personal problems. However, the author was happy how they lived in a friendly and unified neighborhood with other immigrant from different countrys. The author showed thankfulness because his parents worked so hard to give him a new life. The memoir showed a good mood as well as a accurate portrait of the athour childhood.",2,2,0.0,2,0.0,0.0,0.0,2.0
7106,11854,5,@PERSON's mood was happy and greatful. @PERSON was grateful was because he had his family together and his mom and dad were open house with the culture. He was happy because his life was better thae it would have been if they stayed in Cuba. That was @PERSON's mood.,1,1,0.0,1,0.0,0.0,0.0,1.0
7107,11855,5,"In Narciso Rodriguez's memoir, the mood and feeling of her home and comunity is a happy and heartwarming situation. Most people who would live in a tiny apartment in the city would say that it was to small and cramped, while they wished for a mansion on the ocean, but Narciso was perfectly happy being in that environment. The way she described it, there were always great smells, wounderful music, and great people around all of the time. Narciso said the man people who contributed the most to her wounderful experience in New Jersey were her parents. They supported and cared for her at the same time they were strugling for money. They never showed sadness and they loved and cared for her. Even though Narciso lived in a small apartment in the city, she and her family show that you can make the best out of any situation.",3,2,0.0,3,0.0,0.0,0.0,3.0
7108,11856,5,"In the memoir @PERSON it talks about making a house a home and a community, your family. ""Growing up in this enviroment instilled in me a great sense that ""Family"" had nothing to do with being a blood relative"" (par @NUM) paragraph @NUM goes onto talk about how growing up with Italian, Spanish, and Cuban cultures in one community, with all differences aside made the community into a family. Rodriguez talks very warmly, and with only good things to say about his childhood.the mood of the memoir is Rodriguez remembering his culture filled childhood. ""I learned the real definition of ""family"". And for this, I will never forget that house or its gracious neighborhood or the many things I learned there about how to love"" (par seven) The memoir is a dedication to his life and a reflection of all the experiences had within his family. He writes his memoirs in loving spirits dedicating his knowledge of a ""family"" to his own.",4,3,0.0,4,0.0,0.0,0.0,4.0
7109,11857,5,"In the memoir ""@PERSON Rodriguez"" from Home: The Blueprints of Our Lives by @PERSON, the mood is a very important part of the story. The mood in this memoir is definiatley thankfulness. The first reason for why the mood of this story is thankfulness is because @PERSON is thankful for his Cuban heritage. @PERSON shows his love for his heritage by stating ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills"". @PERSON is very thankful that he has these skills from his great culture. The second reason that the mood of this memoir is thankfulness is that the author is thankful for his home. ""...Formed the backdrop to life in our warm home"", @PERSON writes in his memoir. This quote shows that @PERSON is thankful for a nice place to call his home. the final reason that the mood of this memoir is thankfulness is that the author is thankful for his hardworking parents. ""I've often told them of my admiration for their strength and perseverance, and i've thank them repeatedly"", he comments. This undoubtably shows the author's great respect for his parents and all they have to offer for him to be happy and healthy. Thankfulness is a mood that suits this memoir very well, and the pride and gratefulness that the author shows for his heritage, home, and parents is wonderful.",3,4,0.0,4,0.0,0.0,0.0,4.0
7110,11858,5,"The mood created by the author in ""Narciso Rodriguez""is very calm and happy. The author This very calm and cool. There are no loud or emphasized parts. It is also very happy. It describes a family growing and getting to love each other. Also frends and more family having happy times having celebrations. The happiest line was the last, ""I will never forget how my parents turned this simple little house into a home."" It also has a very loving tone to it. Anything about a family coming together is loving.",2,3,0.0,3,0.0,0.0,0.0,3.0
7111,11859,5,"The author could have put alot of different types of mood in the memoir. I think that the mood of the memoir is happy, greatful and appreciated. I said happy because he talks about every thing he does and how he enjoys it I said greate because he is always thanking his parents and he admires them. He admires them because thy have comed last to the good life and they do everything in their power to have a good life. An he appreciates him because of the same thing I said before he admires them and always thank them for what they have done to her. This is the mood the authors has toward writting the story.",2,2,0.0,2,0.0,0.0,0.0,2.0
7112,11860,5,"In Narciso's memoir, I feel joy. I feel joy because Narciso's parents were able to survive. They came to @LOCATION, ""without any knowledge of the language or culture."" @CAPS immigrant families do not get on there feet right away and they did, within a year they went from a @NUM room apartment to a @NUM room appartment.Joy came to my mind also because they had welcoming arms to there family. People today are losing there jobs & homes and they have nobody to go to, but the Rodriguez family had a place to go. ""Countless extaded family members came & went- and there was often someone staying with us temporarily until they were able to get back on their feet. My parents always kept their arms & their door open to the many people we considered family, knowing that they would do the same for us.""",3,2,0.0,3,0.0,0.0,0.0,3.0
7113,11861,5,"The mood created by the author in the menoir. The author was grateful that the chance to growing up in the @LOCATION. The title named is Narciso Rodriguez. He talks about his life, that he came from cuba. and that his parent welcomes people that come from cuba. They come ""together in a great solidarity and friendship."" I think his mood is every happy. To see that his parent made something out of notthing. The author parent show him with their life, and his teaching have been the basis of his life. I feel the same way because my parent brought me here for a better life. I think you learn everything from your parent How to act and all that. So yea the last sentence he said I liked it. He said I will never forget how my parent turned this simple house into a home.",3,3,0.0,3,0.0,0.0,0.0,3.0
7114,11862,5,"Author Narciso Rodriguez describes his love and happiness towards his family in this memoir. He states how his parents gaveup everything not for themselves for him and his relatives. The community they moved to was so happy and also like his family to him. Narciso describes how him and his family keep their @CAPS culture with them and he appresiates it. The last sentence truely says it all ""I will never forget how my parents turned this simple house into a home"". All of that shows how during this memoir his mood is happy, loving, and grateful all at once.",3,2,0.0,3,0.0,0.0,0.0,3.0
7115,11863,5,"The authors mood in the memoir @PERSON is thankful. I know this, because in paragraph @NUM @CAPS talks about his culinary skills and how grateful he is to have it passed down to him. This shows us that he is very much thankful for this skill, because some people don't know how to cook and to be able to cook is a blessing. This also shows us that he is proud of his culture and who he is as a person. @PERSON quotes ""I will always be grateful to my parents for their love and sacrafice."" In @CAPS, this shows us that @PERSON was very much appreciative of all that his parents had done for him. Also that he loved his parents dearly and every chance he gets, he thanks them. Therefore in the memoir Narciso gives off the mood of being thankful.",3,2,0.0,3,0.0,0.0,0.0,3.0
7116,11864,5,"The author's interpretation of their childhood home set a mood of love and compassion. He writes about his parents in a way that informs the reader that they were extremely good people. He describes them, as well as others in their community, as honest, hardworking, selfless people. He writes the story with much appreciation of his parents, family, and life, which is very admirable. He describes that he lived in a house with only three rooms, and yet his parents made a home out of it and welcomed others to stay, too. The mood that this author set was that of love and compassion, and he did a very good job of explaining what his childhood home meant to him.",2,2,0.0,2,0.0,0.0,0.0,2.0
7117,11865,5,"In this memoir, there are moods created by the author in the memoir. One mood in the memoir was peaceful. In this excerpt it stated, ""In our neighborhood, despite customs elsewhere, all of these cultures came together in great soliderity and friendship."" This meant that everyone got along with no fighting unlike segregation dowin  the @CAPS at the time. Another mood is humble. A quote from the text says, ""I will always be greatful to my parent for their love and sacrifice."" This shows that no matter what @CAPS will @CAPS his parents. Lastly, the author created the mood modesty. To prove this @CAPS stated, ""They showed me with their lives, and these teachings have been the basis of my life."" @CAPS means that his parents (they) had Showed him everything @CAPS knows today. Therefore, this memoir has moods that are created by the author.",3,3,0.0,3,0.0,0.0,0.0,3.0
7118,11866,5,"In his memoir, ""@PERSON creates a happy and loving mood. In a time when racism and segregation was normal in @LOCATION, @PERSON and his family had many happy times in his home in Newark, New Jersey. His town was filled with Cuban, Spanish, and Italian immigrants. His neighborhood was united and hardworking. In his memoir, Rodriguez writes about his kind parents. In the memoir, it states, ""My parents always kept their arms and their door open to the many people we considered family, knowing they would do the same for us,"" (p. @NUM). Rodriguez's family was always willing to help others because they knew the favor would be returned. The Rodriguez family used their strong kindness to help everyone in the neighborhood. In return, they were respected. Also, Narciso Rodriguez writes about the bravery of his parents.  He writes, ""They came selflessly, as immigants do to give their children a better life...."" (p.@NUM-13).  His parents wanted to help their children and give them better lives. They sacrificed their needs and wants for their children.  The @CAPS loves his parents because of their sacrifice and love. Last but not least,  Narciso Rodriguez writes about the struggles of his parents.  He writes ""They struggled both personally and financially..."" (@NUM). The Rodriguez family struggled through racist acts and different climates for their children.  They wanted to give their children a better life in @LOCATION than what was given in Cuba.  Overall, Narciso Rodriguez writes about his parents' struggles that lead to happy moments.",4,3,0.0,4,0.0,0.0,0.0,4.0
7119,11867,5,"The mood that takes place in this article would be sorrow, excitement, and being grateful for the parents he had. Narciso is grateful for the culinary skills and traditions that his parents passed on to him. Just like me most of my life I lived an apartment and saw it as any other home because of the parents you have there that care for you. Also growing up in that enviroment taught him family doesn't have to be blood related, it could neighbors or friends that could be like a brother, sister, aunt, uncle.",2,1,0.0,2,0.0,0.0,0.0,2.0
7120,11868,5,"The mood in this story was security and happiness. Security was prevailed when all different people with different culture and heritage could live together without fights or arguments at a time when there was a lot of racial tension in @LOCATION. Happiness was showed in many different ways. One way was when he was describing the warmth, music and cooking in his house. Also, when he was talking about how thankful he was for what his parents sacrificed for him. Overall, @PERSON was happy about how his whole childhood when and it seemed like he loved every last minute of it.",2,3,0.0,3,0.0,0.0,0.0,3.0
7121,11869,5,"The mood created by the author in the memoir is happy. He seems happy because, he talks about his parents, his family, and his home which make him happy. In paragraph @NUM, the author talks about how being blood-related doesn't have to do with family. In paragraph  two, the author talks about the simple house that his parents made a home. When you read paragraph  two, and how he describes the home, the author makes you feel happy. In paragraph @NUM, the author says how he will always be grateful for his parents and the life that they gave him. That is the mood and some examples created by the author in the memoir.",3,3,0.0,3,0.0,0.0,0.0,3.0
7122,11870,5,"The @CAPS had many mood in the memoir. The mood that @CAPS mostly had was happy and greatfull for having his family and friends near him. @CAPS was sad because @CAPS didnt have his granparents with him @CAPS said ""I would not know my real grand parents Narciso the Elder and consuelo, until 1970 when they were allowed to leave Cuba."" @CAPS was happy that his parents that his parents left everything for him to have a better life. The @CAPS is a strong person and had a lot of good and bad moods in The memoir. ",2,2,0.0,2,0.0,0.0,0.0,2.0
7123,11871,5,The mood created by the author showed me to be happy with what I have and to be grateful for what I am givin. I learned this from all the moods the author expressed in his memoir of his life. As I state this is the mood the author expressed.           abd,0,1,0.0,1,0.0,0.0,0.0,1.0
7124,11872,5,"The mood in the memoir ""Narciso @CAPS"" is a Open happy familly because her parents worked and made a wonderful home for her. I think the mood in the story is a open happy family becase in the text it says ""Growing up in this enviroment instilled in me a great sense that ""family"" had nothing to do with being blood related"" and that @CAPS that when @CAPS was growing up her family had a bunch of people that were considered family but not blood related. Also the text said ""It was a close knit community of honest, hardworking imigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need."" That just @CAPS that her parants let anyone from their community who needed a family become part of their familly, or anybody who was lonley just have some company from them.",2,3,0.0,3,0.0,0.0,0.0,3.0
7125,11873,5,"The mood the author creates in this memoir is a feeling of relationships and love between so called 'extended family'. The author emphasizes the relationship between Narciso Rodriguez's family and the surrounding neihbors is so close that they could be family. The author incorporates the feeling of overall joy and happiness this boy has, even though they have a small house, they could still turn it into a loving home. The author shows how much this boy loves the heritage he has and his fun parents who taught him to love cooking and cuban music. This memoir shows how he is poor, but still can have a fun and interesting life with lots of friends and fond memories. Narciso is very thankful for his parents and this shows how appreciative he is of the simplist things iand home. The overall mood in this memoir would have to be thankfulness. The characters are so thankfull for everything they have.",2,3,0.0,3,0.0,0.0,0.0,3.0
7126,11874,5,"In this excerpt from ""Home: The Blueprints of Our Lives,"" by Narciso Rodriguez, the author sets a very clear mood in the memoir. Narciso Rodriguez's ""eternally grateful for his family and everything they did for him. For example, ""[Narciso Rodriguez] will always be grateful to my parents for their love and sacrifice. I've often told them that what they did was a much more courageous thing then I could have ever done."" @CAPS admires ""their strength and perseverance, and I've thanked them repeatedly."" @PERSON feels that ""there is no way to express my gratitude for the spirit of generosity impressed upon me at such an early age and the demonstration of how important family and friends are."" @PERSON ""learned the real definition of 'family.'"" @PERSON ""will never forget how my parents turned this simple house into a home.""",3,3,0.0,3,0.0,0.0,0.0,3.0
7127,11875,5,"The mood created in the memoir is grateful. ""My Parents both shared cooking duties and unwrittingly Passed on to me their rich culinary skills and a love of cooking that is still with me today"". What I mean by that is that he is grateful for what he learned from is parents. ""I would always be grateful to my Parents for their love and sacrifice. I've often told them that what they did was a much more courageous thing than I could have ever done. They showed me with their lives, and these teachings have been the besis of my life. What I mean about that is that he loves and cherish his mom and dad for what they did for him. The mood in this memoir is grateful because he love and cherrishes and cares about his mom and dad.",3,3,0.0,3,0.0,0.0,0.0,3.0
7128,11876,5,"In the memoir, Narciso Rodriguez, the author's mood was happiness. He explains that he is greatful for his parents for her home, ""I will always be grateful to my parents for their love and sacrifice. The author also shows that she was taught how to do things by her parents, and that she was happy that they did that. He thinks that family and friends are important too. For these reasons, the author created the mood of happiness in his memoir.",2,1,0.0,2,0.0,0.0,0.0,2.0
7129,11877,5,The mood created by the author in the memoir is happiness because Narciso is happy for everything that has happened Narciso is happy for his family and his native haratige. For example in the beginning of the story is says Narciso loves he haratige and his family. This means he's happy.,2,2,0.0,2,0.0,0.0,0.0,2.0
7130,11878,5,"The mood created by the author is a happy mood. I think that it is a happy mood because Narciso is describing his life, and at the end he says he has a happy life. ""I will never forget how my parents turned this simple house into a home"" (@CAPS @NUM). I think that this is a happy statement because he is saying that his parents cared so much for him, and they turned what could have been a bad house, into a home. I think that it is a happy mood because of the way he talks about his neighbors. ""It was a close  knit community of honest, hardworking immigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need"" (@CAPS @NUM). I think that since he talks about his friends and neighbors so well that it is a happy neighborhood. A @NUM and final reason I think it is a happy mood is because of the way he speaks of his family. ""They came selflessly to give their children a better life I will always be grateful to my parents for their love and sacrafice"" (@CAPS @NUM and @NUM). I think that he loves his family, and love is definitely a happy word.",3,3,0.0,3,0.0,0.0,0.0,3.0
7131,11879,5,The mood  displayed by the author was a warm cozy feeling that felt like home. It showed his small house and family and their interests and how they all acted together. It really showed what he called home and what he called a family. The memoir explained the food he ate and the music he heared all through out his childhood and how he grew up.,2,2,0.0,2,0.0,0.0,0.0,2.0
7132,11880,5,The mood created by the author was happiness. Because every one came together as a family and they look out for each other when they were in need. They also helped each other out and were kind and friendly.,1,1,0.0,1,0.0,0.0,0.0,1.0
